Fold,Accuracy,Kappa,N_Samples
1,0.3103448275862069,0.07973026576755249,58
2,0.2413793103448276,-0.012698412698412653,58
3,0.2413793103448276,-0.009094503756425398,58
4,0.2631578947368421,0.0192544039328143,57
5,0.3508771929824561,0.13352506162695166,57
