Fold,Train_Accuracy,Train_Kappa
1,0.5769230769230769,0.15384615384615385
2,0.5721153846153846,0.14423076923076927
3,0.5649038461538461,0.1298076923076923
4,0.5889423076923077,0.17788461538461542
5,0.546875,0.09375
