Fold,Train_Accuracy,Train_Kappa
1,0.6225961538461539,0.2451923076923077
2,0.59375,0.1875
3,0.6117788461538461,0.2235576923076923
4,0.609375,0.21875
5,0.6117788461538461,0.2235576923076923
