Fold,Test_Accuracy,Test_Kappa
1,0.896551724137931,0.7923627684964201
2,0.8620689655172413,0.7238095238095238
3,0.7241379310344828,0.4528301886792453
4,0.7586206896551724,0.5155131264916468
5,0.8214285714285714,0.6428571428571428
