Fold,Accuracy,Kappa,N_Samples
1,0.8275862068965517,0.6555819477434679,29
2,0.7586206896551724,0.517814726840855,29
3,0.7586206896551724,0.5155131264916468,29
4,0.7586206896551724,0.513189448441247,29
5,0.8214285714285714,0.6428571428571428,28
