Fold,Test_Accuracy,Test_Kappa
1,0.896551724137931,0.7923627684964201
2,0.8275862068965517,0.6555819477434679
3,0.7586206896551724,0.520094562647754
4,0.7586206896551724,0.520094562647754
5,0.7142857142857143,0.4285714285714286
