feature_idx,importance
0,2.3555198882924135
1,12.806843444718957
2,2.357813679481037
3,4.0957063215472985e-06
4,0.05704788846086769
5,1.9754927321025262
6,1.7160950277930318
7,1.9770746380657378
8,0.051106504683902536
9,0.2914733833446558
10,0.16329419507095777
11,2.186694606382288
12,0.1638659685250843
13,0.0001895868898315954
14,1.0204674776398655
15,0.359368570139106
16,0.08771171788974129
17,0.3641305403798751
18,0.09495367459058777
19,0.38000140434707524
20,3.5832638378595814
21,0.06059179052284515
22,3.578843214530123
23,0.0593468044164591
24,0.9678128472996843
25,0.065294207970826
26,4.466471394230926
27,0.06524654235290939
28,0.0011716579424845873
29,0.16825248109864122
30,1.4910860378999473
31,0.4684418183972888
32,1.491368651284922
33,0.001064573636319153
34,0.2989455135239521
35,0.046813410156458096
36,0.49711583267284964
37,0.04683466014813003
38,0.016954673152047326
39,0.9854580668045254
40,0.7197458264747285
41,0.4089522403035668
42,0.7252290465194069
43,0.22153730089883542
44,0.00019915833516278965
45,0.5293059769886682
46,0.39510308855051446
47,0.522703613242757
48,0.00206312437230281
49,0.8492555969438105
50,0.0013014423282532385
51,4.44395210907883
52,0.0014953990495478024
53,0.0015418234830828581
54,0.4074441226787744
55,0.14127133945150158
56,0.24207745957712
57,0.14050235225096203
58,0.008138991377925564
59,0.947078689639485
60,0.7144817977774397
61,0.8967071551979725
62,0.7108732834751932
63,0.13312634983204635
64,0.9734330365890015
65,1.7689284256523508
66,0.641794410648246
67,1.769790206472935
68,0.509234012913539
69,0.034390976142920845
70,0.34807755682802816
71,3.326850613258191
72,0.3489858167119587
73,0.005704686496994334
74,0.4993252903449759
75,0.027147366736541917
76,7.241496747626566
77,0.02663941800615968
78,0.001702276970085904
79,0.1539314874002763
80,0.7002226544963389
81,0.43721828297506415
82,0.6999497766869418
83,0.015203940445910245
84,0.12080312037959229
85,0.15580472623034264
86,4.08699536940152
87,0.1535324759680581
88,0.047299665291208166
89,0.37664489061696615
90,0.40310015873204585
91,3.2145023514202697
92,0.4005799345833261
93,0.681332077303232
94,0.18612978481684667
95,0.15009044950134953
96,4.62416099411649
97,0.15103334568312532
98,0.009890590401130548
99,0.11168762052169062
100,0.00028107061137172095
101,13.582116447218727
102,0.0002572088384429982
103,1.5458873154149766e-05
104,0.030107119377060818
105,0.031051940738712026
106,4.08407051905942
107,0.030858193846767048
108,0.01770439013268044
109,0.03530798232593046
110,0.5551472454166041
111,8.018229679870188
112,0.5501581816540605
113,0.1751856206964074
114,0.1348905874239995
115,0.04072367650748794
116,6.979609571685299
117,0.04021265924850316
118,0.44252939744376163
119,0.637295677298052
120,0.9351525659422568
121,0.808186234096118
122,0.9408600074627408
123,0.001123173590530771
124,0.0689652849465518
125,0.7040192165371567
126,26.01985694135465
127,0.7054921814942853
128,0.12094984716970238
129,1.9074715359046834
130,1.1034395001179984
131,5.6807922690672505
132,1.1035293690663608
133,0.0014463271591494478
134,0.20651694286125433
135,0.32051351830510605
136,1.7211294414337492
137,0.3198473647122929
138,0.2888243026530626
139,0.0011526036911512947
140,0.008873836254261703
141,7.688918812399174
142,0.009271929221776226
143,0.046793822413681976
144,2.7121352461508943
145,2.385242177707156
146,0.8098225119181464
147,2.3855370926787516
148,0.012453868000967462
149,0.0028080452760775175
150,0.03383405745313063
151,7.741860370944923
152,0.03301996712762204
153,0.0045769396104174895
154,0.015771165555263554
155,4.126252660072196
156,7.406499051380172
157,4.122129848044148
158,0.1016612214666228
159,0.007062963946149694
160,1.317708221432843
161,11.217343480476847
162,1.3149584148489546
163,0.41080376956813563
164,2.0109597033330682e-05
165,0.46867436321469047
166,8.574337514483844
167,0.47032830737963544
168,0.2687135845518645
169,0.30038050458734683
170,0.12076295179612037
171,4.444238731852154
172,0.12207410651864965
173,0.039868190289326325
174,0.0591781832677056
175,0.6653556196107734
176,18.144591843893753
177,0.6683220633109462
178,0.281721734219734
179,4.7721281557369455
180,1.4124246087307606
181,8.687325205935325
182,1.4130697040082318
183,0.16369329451597328
184,1.4306072516143935
185,3.316635976100596
186,4.26258448093243
187,3.319561879738386
188,0.03539508168523509
189,0.5501272212827293
190,0.3273577000143176
191,22.868346272095547
192,0.3263715742317921
193,0.258501152130154
194,9.179983370256185
195,0.24538908703082574
196,38.16244220357263
197,0.2423655525257299
198,0.29076834417780484
199,4.284465448959899
200,0.1434662618668939
201,9.41847175885475
202,0.1432882933162974
203,5.079575470351628e-05
204,0.5246250672416609
205,0.27297493319772476
206,3.4002660568869993
207,0.2717362218087457
208,0.018860515371033202
209,0.5562239511331153
210,0.023929550070699062
211,1.0834610751974243
212,0.024190472140323972
213,0.01723499815325865
214,0.0003689496112357304
215,2.8098067417441412
216,0.0004943003155916558
217,2.812453071078928
218,0.019151920740293222
219,0.15160086081063626
220,0.9184980729810801
221,0.2399594840050431
222,0.9189887316244995
223,0.1745555373371902
224,0.1353970674011034
225,0.14501055398071694
226,11.812842280662355
227,0.14547339334972204
228,0.057825113180577925
229,1.5174741819966
230,0.5696269828588384
231,2.399499835234993
232,0.5716845913895111
233,0.012165622986156237
234,0.3383590428904316
235,0.00023845534621646323
236,1.9442579775216444
237,0.00021065913224368362
238,0.012197422671607562
239,0.04015135915101179
240,1.6242079362129591
241,7.277682151840811
242,1.6262073731378515
243,0.009022231877832862
244,6.534330059531446
245,0.006320477678381696
246,5.899357618671168
247,0.006631785302095398
248,0.07297287167651309
249,1.9254195996644357
250,0.18339639689082335
251,15.34954801308031
252,0.18529484684460462
253,0.0010719096320409912
254,1.8440293234843153
255,3.06930764599961
256,5.446453808940427
257,3.0727905801983546
258,0.00015661725539887586
259,0.6011128945478708
260,0.4581823545294513
261,2.0032621308122445
262,0.4590440053177913
263,0.060717078271940526
264,0.05543946712122286
265,4.069574991221643
266,18.7943820828278
267,4.071487081490393
268,0.03979207973248207
269,6.1698368629580775
270,0.05076484023258939
271,11.289155804929642
272,0.051660009589830726
273,0.05613021292676079
274,1.569192183676584
275,0.2591574539107641
276,10.751843393002034
277,0.25954914289945075
278,0.1429752190784905
279,0.01090425165808897
280,0.09041921080751153
281,3.183082859483941
282,0.0910822638452989
283,0.06431814757242059
284,0.09364020720324558
285,0.04015707757463881
286,0.3975028140019472
287,0.03938407192369
288,0.01626892946362411
289,0.2615341765954157
290,4.28459204410286
291,8.7491845540314
292,4.285519611163947
293,0.2633402063700053
294,0.934194454671399
295,0.09460948292947916
296,3.5012739804456436
297,0.09577831887489893
