Fold,Accuracy,Kappa,N_Samples
1,0.45754716981132076,-0.08490566037735858,212
2,0.45754716981132076,-0.08490566037735858,212
3,0.4811320754716981,-0.037735849056603765,212
4,0.4528301886792453,-0.09433962264150941,212
5,0.5047169811320755,0.009433962264150941,212
