Fold,Test_Accuracy,Test_Kappa
1,0.4864864864864865,-0.027027027027026973
2,0.42567567567567566,-0.14864864864864868
3,0.5135135135135135,0.027027027027026973
4,0.4797297297297297,-0.04054054054054057
5,0.49324324324324326,-0.013513513513513598
