Fold,Test_Accuracy,Test_Kappa
1,0.4519230769230769,-0.09615384615384626
2,0.4182692307692308,-0.16346153846153855
3,0.5528846153846154,0.10576923076923073
4,0.5096153846153846,0.019230769230769273
5,0.49038461538461536,-0.019230769230769162
