Fold,Test_Accuracy,Test_Kappa
1,0.5192307692307693,0.038461538461538436
2,0.5769230769230769,0.15384615384615385
3,0.5288461538461539,0.05769230769230771
4,0.5432692307692307,0.08653846153846156
5,0.5625,0.125
