Fold,Accuracy,Kappa,N_Samples
1,0.5636792452830188,0.12735849056603776,848
2,0.5695754716981132,0.13915094339622647,848
3,0.5577830188679245,0.11556603773584906,848
4,0.5695754716981132,0.13915094339622647,848
5,0.5483490566037735,0.09669811320754718,848
