Fold,Train_Accuracy,Train_Kappa
1,0.5914351851851852,0.18287037037037035
2,0.5868055555555556,0.17361111111111116
3,0.5810185185185185,0.1620370370370371
4,0.5810185185185185,0.1620370370370371
5,0.5949074074074074,0.18981481481481477
