Fold,Train_Accuracy,Train_Kappa
1,0.5733173076923077,0.14663461538461542
2,0.5745192307692307,0.14903846153846156
3,0.5889423076923077,0.17788461538461542
4,0.5973557692307693,0.19471153846153844
5,0.6033653846153846,0.20673076923076927
