Fold,Train_Accuracy,Train_Kappa
1,0.6108490566037735,0.22169811320754718
2,0.6332547169811321,0.2665094339622641
3,0.6450471698113207,0.29009433962264153
4,0.6379716981132075,0.27594339622641506
5,0.625,0.25
