Fold,Accuracy,Kappa,N_Samples
1,0.6551724137931034,0.30952380952380953,29
2,0.6206896551724138,0.24941176470588233,29
3,0.6206896551724138,0.24228028503562948,29
4,0.5862068965517241,0.17924528301886788,29
5,0.5357142857142857,0.0714285714285714,28
