Fold,Test_Accuracy,Test_Kappa
1,0.5517241379310345,0.10023866348448696
2,0.4827586206896552,-0.0235294117647058
3,0.5517241379310345,0.10874704491725762
4,0.5862068965517241,0.17535545023696686
5,0.42857142857142855,-0.1428571428571428
