Fold,Test_Accuracy,Test_Kappa
1,0.5172413793103449,0.033333333333333326
2,0.5172413793103449,0.04245283018867918
3,0.6551724137931034,0.30952380952380953
4,0.5862068965517241,0.17142857142857137
5,0.6785714285714286,0.3571428571428571
