Fold,Accuracy,Kappa,N_Samples
1,0.4482758620689655,-0.11004784688995195,29
2,0.4482758620689655,-0.11004784688995195,29
3,0.5172413793103449,0.04245283018867918,29
4,0.5517241379310345,0.11709601873536302,29
5,0.6428571428571429,0.2857142857142857,28
