Fold,Test_Accuracy,Test_Kappa
1,0.4827586206896552,-0.038186157517899666
2,0.6551724137931034,0.30622009569377995
3,0.7241379310344828,0.45023696682464465
4,0.5517241379310345,0.09592326139088736
5,0.6071428571428571,0.2142857142857143
