Fold,Test_Accuracy,Test_Kappa
1,0.7241379310344828,0.4423076923076923
2,0.6551724137931034,0.3127962085308057
3,0.7586206896551724,0.517814726840855
4,0.5172413793103449,0.03791469194312802
5,0.5,0.0
