Fold,Accuracy,Kappa,N_Samples
1,0.5240384615384616,0.04807692307692313,208
2,0.5096153846153846,0.019230769230769273,208
3,0.5288461538461539,0.05769230769230771,208
4,0.5480769230769231,0.09615384615384615,208
5,0.49038461538461536,-0.019230769230769162,208
