Fold,Test_Accuracy,Test_Kappa
1,0.6886792452830188,0.37735849056603776
2,0.5801886792452831,0.160377358490566
3,0.6839622641509434,0.3679245283018868
4,0.6415094339622641,0.28301886792452835
5,0.6462264150943396,0.2924528301886793
