Fold,Test_Accuracy,Test_Kappa
1,0.5694444444444444,0.13888888888888884
2,0.5879629629629629,0.17592592592592593
3,0.6157407407407407,0.2314814814814815
4,0.6111111111111112,0.2222222222222222
5,0.5648148148148148,0.12962962962962965
