Subject,Accuracy,Kappa,N_Trials,N_Channels,N_Samples,N_Features
P01,0.6036945812807881,0.21037794274255212,144,25,1000,4
P02,0.43768472906403944,-0.12160387889718935,144,25,1000,4
P03,0.5201970443349754,0.04359092080337257,144,25,1000,4
P04,0.5408866995073891,0.07549316123232619,144,25,985,4
P05,0.5201970443349754,0.04445223597850782,144,25,1000,4
P06,0.527832512315271,0.05435156329794551,144,25,1000,4
P07,0.5216748768472906,0.0450334881716848,144,25,1000,4
P08,0.548768472906404,0.09515492545569357,144,25,1000,4
P09,0.4307881773399015,-0.13884822278473963,144,25,1000,4
