Subject,Accuracy,Kappa,N_Samples
P01,0.6320197044334974,0.2630155571591358,1000
P02,0.6529556650246306,0.30566342158834187,1000
P03,0.49334975369458134,-0.013586639960222736,1000
P04,0.5610837438423645,0.12145024061808637,985
P05,0.583743842364532,0.16628187084908028,1000
P06,0.5559113300492611,0.11762597065199756,1000
P07,0.55,0.10361281372103097,1000
P08,0.5556650246305418,0.11026199101509067,1000
P09,0.529064039408867,0.053303894136911986,1000
