Subject,Accuracy,Kappa,N_Samples
P01,0.5740384615384615,0.14807692307692308,1000
P02,0.5322916666666667,0.06458333333333333,1000
P03,0.5394230769230769,0.07884615384615386,1000
P04,0.5981132075471698,0.1962264150943396,1000
P05,0.6103773584905661,0.22075471698113205,1000
P06,0.5519230769230768,0.10384615384615385,1000
P07,0.5961538461538461,0.19230769230769232,1000
P08,0.5925925925925926,0.18518518518518517,1000
P09,0.5298076923076923,0.059615384615384626,1000
