Fold,Accuracy,Kappa,N_Samples
1,0.5769230769230769,0.15384615384615385,208
2,0.5480769230769231,0.09615384615384615,208
3,0.5048076923076923,0.009615384615384581,208
4,0.5528846153846154,0.10576923076923073,208
5,0.5048076923076923,0.009615384615384581,208
