Fold,Test_Accuracy,Test_Kappa
1,0.6057692307692307,0.21153846153846156
2,0.5769230769230769,0.15384615384615385
3,0.5913461538461539,0.1826923076923077
4,0.6009615384615384,0.20192307692307687
5,0.5817307692307693,0.16346153846153844
