Fold,Test_Accuracy,Test_Kappa
1,0.4782608695652174,-0.04347826086956519
2,0.46195652173913043,-0.07608695652173902
3,0.5652173913043478,0.13043478260869568
4,0.5543478260869565,0.10869565217391308
5,0.5163043478260869,0.03260869565217395
