Fold,Test_Accuracy,Test_Kappa
1,0.5769230769230769,0.15384615384615385
2,0.5913461538461539,0.1826923076923077
3,0.5721153846153846,0.14423076923076927
4,0.5432692307692307,0.08653846153846156
5,0.5865384615384616,0.17307692307692313
