Subject,Accuracy,Kappa,N_Trials,N_Channels,N_Samples,N_Features
P01,0.7300492610837439,0.459739441213471,144,25,1000,108
P02,0.6817733990147784,0.3606488244038094,144,25,1000,108
P03,0.7849753694581281,0.5689912784748719,144,25,1000,108
P04,0.6795566502463053,0.3566839386799191,144,25,985,108
P05,0.7091133004926109,0.4190141383697389,144,25,1000,108
P06,0.7706896551724138,0.5416014360912895,144,25,1000,108
P07,0.7152709359605911,0.4321245064191519,144,25,1000,108
P08,0.8054187192118226,0.6109330770518738,144,25,1000,108
P09,0.7155172413793104,0.4305957097261433,144,25,1000,108
