Subject,Accuracy,Kappa,N_Samples
P01,0.7300492610837439,0.459739441213471,1000
P02,0.6817733990147784,0.3606488244038094,1000
P03,0.7849753694581281,0.5689912784748719,1000
P04,0.6795566502463053,0.3566839386799191,985
P05,0.7091133004926109,0.4190141383697389,1000
P06,0.7706896551724138,0.5416014360912895,1000
P07,0.7152709359605911,0.4321245064191519,1000
P08,0.8054187192118226,0.6109330770518738,1000
P09,0.7155172413793104,0.4305957097261433,1000
