Subject,Accuracy,Kappa,N_Samples
P01,0.7847290640394089,0.568873215666593,1000
P02,0.7364532019704433,0.4715142206604083,1000
P03,0.8342364532019705,0.6671385014934821,1000
P04,0.8046798029556651,0.6087448632833747,985
P05,0.7640394088669951,0.5271477671001732,1000
P06,0.8059113300492611,0.6106290702035528,1000
P07,0.8330049261083744,0.6666311792697852,1000
P08,0.8327586206896551,0.6647375963763885,1000
P09,0.8677339901477833,0.7364143022003262,1000
