Fold,Test_Accuracy,Test_Kappa
1,0.6556603773584906,0.3113207547169812
2,0.6367924528301887,0.2735849056603774
3,0.6273584905660378,0.2547169811320755
4,0.6084905660377359,0.21698113207547165
5,0.6367924528301887,0.2735849056603774
