Fold,Test_Accuracy,Test_Kappa
1,0.6298076923076923,0.2596153846153846
2,0.5913461538461539,0.1826923076923077
3,0.5721153846153846,0.14423076923076927
4,0.6105769230769231,0.22115384615384615
5,0.5817307692307693,0.16346153846153844
