Fold,Test_Accuracy,Test_Kappa
1,0.5364583333333334,0.07291666666666663
2,0.5729166666666666,0.14583333333333337
3,0.5416666666666666,0.08333333333333337
4,0.546875,0.09375
5,0.6041666666666666,0.20833333333333337
