Fold,Accuracy,Kappa,N_Samples
1,0.5341981132075472,0.06839622641509435,848
2,0.5294811320754716,0.05896226415094341,848
3,0.5294811320754716,0.05896226415094341,848
4,0.5554245283018868,0.11084905660377353,848
5,0.5247641509433962,0.04952830188679247,848
