Fold,Accuracy,Kappa,N_Samples
1,0.5434782608695652,0.08695652173913049,736
2,0.5421195652173914,0.0842391304347826,736
3,0.5353260869565217,0.07065217391304346,736
4,0.5394021739130435,0.07880434782608692,736
5,0.563858695652174,0.12771739130434778,736
