Fold,Train_Accuracy,Train_Kappa
1,0.5911458333333334,0.18229166666666663
2,0.5807291666666666,0.16145833333333337
3,0.578125,0.15625
4,0.58984375,0.1796875
5,0.5716145833333334,0.14322916666666663
