Fold,Train_Accuracy,Train_Kappa
1,0.5588942307692307,0.11778846153846156
2,0.5552884615384616,0.11057692307692313
3,0.5408653846153846,0.08173076923076927
4,0.5360576923076923,0.07211538461538458
5,0.5300480769230769,0.060096153846153855
