Fold,Train_Accuracy,Train_Kappa
1,0.5576923076923077,0.11538461538461542
2,0.5612980769230769,0.12259615384615385
3,0.5649038461538461,0.1298076923076923
4,0.5588942307692307,0.11778846153846156
5,0.5588942307692307,0.11778846153846156
