Fold,Train_Accuracy,Train_Kappa
1,0.6956521739130435,0.39190210001510795
2,0.7391304347826086,0.4782214156079855
3,0.6608695652173913,0.3209689629068888
4,0.6869565217391305,0.3732970027247957
5,0.6896551724137931,0.3793103448275862
