Fold,Train_Accuracy,Train_Kappa
1,0.5478260869565217,0.0972222222222221
2,0.5739130434782609,0.1486629400211512
3,0.6,0.20018143332325367
4,0.591304347826087,0.1814326821141906
5,0.5775862068965517,0.15517241379310343
