Fold,Accuracy,Kappa,N_Samples
1,0.5565217391304348,0.11230513092174965,115
2,0.6086956521739131,0.2167398214015439,115
3,0.5565217391304348,0.11337868480725621,115
4,0.6,0.19969742813918312,115
5,0.5603448275862069,0.12068965517241381,116
