Fold,Train_Accuracy,Train_Kappa
1,0.7043478260869566,0.4082929782082325
2,0.7043478260869566,0.4088297550650136
3,0.6521739130434783,0.3038740920096853
4,0.6782608695652174,0.3559860753746027
5,0.7155172413793104,0.43103448275862066
