Fold,Accuracy,Kappa,N_Samples
1,0.5565217391304348,0.11176737846433449,115
2,0.5304347826086957,0.059090909090909194,115
3,0.5478260869565217,0.09393939393939399,115
4,0.5391304347826087,0.07888771346531653,115
5,0.5517241379310345,0.10344827586206895,116
