Fold,Accuracy,Kappa,N_Samples
1,0.7739130434782608,0.5477918935269208,115
2,0.8521739130434782,0.7044595616024187,115
3,0.7043478260869566,0.40811383590675143,115
4,0.7565217391304347,0.5125643354526188,115
5,0.7844827586206896,0.5689655172413793,116
