Fold,Train_Accuracy,Train_Kappa
1,0.9304347826086956,0.8608590441621294
2,0.9043478260869565,0.8086522462562395
3,0.9304347826086956,0.8608590441621294
4,0.9478260869565217,0.8956758391291201
5,0.9655172413793104,0.9310344827586207
