Fold,Accuracy,Kappa,N_Samples
1,0.8,0.599788167650174,115
2,0.808695652173913,0.617362371445856,115
3,0.8434782608695652,0.6867433414043584,115
4,0.7739130434782608,0.5482018736778482,115
5,0.8189655172413793,0.6379310344827587,116
