Fold,Train_Accuracy,Train_Kappa
1,0.9130434782608695,0.8261263985485334
2,0.9130434782608695,0.8260211800302572
3,0.9391304347826087,0.878233247617607
4,0.9391304347826087,0.8782700740964766
5,0.9482758620689655,0.896551724137931
