Fold,Train_Accuracy,Train_Kappa
1,0.6354166666666666,0.27083333333333337
2,0.6134259259259259,0.22685185185185186
3,0.6134259259259259,0.22685185185185186
4,0.6331018518518519,0.2662037037037037
5,0.6238425925925926,0.24768518518518523
