Fold,Accuracy,Kappa,N_Samples
1,0.5777027027027027,0.15540540540540537,592
2,0.5996621621621622,0.19932432432432434,592
3,0.5777027027027027,0.15540540540540537,592
4,0.5777027027027027,0.15540540540540537,592
5,0.5523648648648649,0.10472972972972971,592
