Fold,Train_Accuracy,Train_Kappa
1,0.6497641509433962,0.29952830188679247
2,0.6450471698113207,0.29009433962264153
3,0.6426886792452831,0.285377358490566
4,0.6367924528301887,0.2735849056603774
5,0.6768867924528302,0.35377358490566035
