Fold,Train_Accuracy,Train_Kappa
1,0.5540865384615384,0.10817307692307687
2,0.5372596153846154,0.07451923076923073
3,0.5396634615384616,0.07932692307692313
4,0.5552884615384616,0.11057692307692313
5,0.5504807692307693,0.10096153846153844
