Fold,Accuracy,Kappa,N_Samples
1,0.5231481481481481,0.04629629629629628,216
2,0.5,0.0,216
3,0.4861111111111111,-0.02777777777777768,216
4,0.44907407407407407,-0.10185185185185186,216
5,0.5324074074074074,0.06481481481481477,216
