Fold,Test_Accuracy,Test_Kappa
1,0.6320754716981132,0.26415094339622647
2,0.7075471698113207,0.41509433962264153
3,0.5849056603773585,0.16981132075471694
4,0.660377358490566,0.3207547169811321
5,0.6320754716981132,0.26415094339622647
