Fold,Test_Accuracy,Test_Kappa
1,0.5052083333333334,0.01041666666666663
2,0.5260416666666666,0.05208333333333337
3,0.4791666666666667,-0.04166666666666674
4,0.5104166666666666,0.02083333333333337
5,0.484375,-0.03125
